import time: self [us] | cumulative | imported package
import time:      1835 |       2386 |                                   scipy._lib.array_api_extra._lib._utils._helpers
import time:      2350 |       8447 |                                 scipy._lib.array_api_extra._lib._at
import time:      1682 |      10129 |                               scipy._lib.array_api_extra._lib._funcs
import time:      2092 |      12841 |                             scipy._lib.array_api_extra._delegation
import time:      1255 |       1255 |                             scipy._lib.array_api_extra._lib._lazy
import time:       821 |      14915 |                           scipy._lib.array_api_extra
import time:      1641 |      16556 |                         scipy._lib.array_api_extra.testing
import time:      1616 |       1616 |                             pkgutil
import time:      5644 |       7260 |                           pydoc
import time:      5915 |      13174 |                         scipy._lib._docscrape
import time:      3535 |     449563 |                       scipy._lib._array_api
import time:      4552 |     454115 |                     scipy._lib._util
import time:      2933 |     457047 |                   scipy.sparse._sputils
import time:       910 |        910 |                   scipy.sparse._matrix
import time:      2872 |     460828 |                 scipy.sparse._base
import time:      1294 |       1294 |                   scipy.sparse._sparsetools
import time:      1657 |       1657 |                     scipy.sparse._data
import time:      1443 |       1443 |                     scipy.sparse._index
import time:      3439 |       6538 |                   scipy.sparse._compressed
import time:      1639 |       9470 |                 scipy.sparse._csr
import time:      1631 |       1631 |                 scipy.sparse._csc
